reaction	reactant	product	type
R11642	C02420	C02659	kegg
R11733	C16074	C00561	kegg
R02280	C04282	C00433	kegg
R02783	C01212	C00692	kegg
R03250	C01110	C03771	kegg
R03250	C00086	C03771	kegg
R03691	C01726	C02855	kegg
R04200	C03943	C03341	kegg
R04201	C03943	C03341	kegg
R04446	C04282	C05941	kegg
R04447	C04282	C05942	kegg
R11031	C03771	C00062	kegg
R11032	C03771	C00062	kegg
R00115	C00051	C00127	kegg
R00120	C00051	C00127	kegg
R00251	C01879	C00025	kegg
R00267	C00311	C00026	kegg
R00274	C00051	C00127	kegg
R00494	C00051	C01419	kegg
R00497	C00669	C00051	kegg
R00644	C00072	C05422	kegg
R00894	C00097	C00669	kegg
R00899	C01419	C00097	kegg
R01111	C00127	C00920	kegg
R01875	C00320	C00094	kegg
R01875	C00320	C00127	kegg
R01917	C00315	C05730	kegg
R01918	C05730	C00315	kegg
R02742	C00669	C03646	kegg
R02743	C00669	C01879	kegg
R02743	C00669	C00097	kegg
R03821	C02090	C03170	kegg
R03822	C05730	C02090	kegg
R03984	C02587	C03684	kegg
R03984	C00127	C03684	kegg
R08350	C02090	C05730	kegg
R08351	C16567	C16566	kegg
R08352	C00750	C16562	kegg
R08353	C16562	C16563	kegg
R08354	C16565	C16566	kegg
R08355	C16566	C16567	kegg
R08356	C16563	C16564	kegg
R08357	C16567	C16568	kegg
R08358	C02090	C03170	kegg
R08358	C02090	C00072	kegg
R08358	C05422	C03170	kegg
R08358	C05422	C00072	kegg
R08359	C01137	C00170	kegg
R08359	C01137	C16565	kegg
R08359	C01672	C00170	kegg
R08359	C01672	C16565	kegg
R08361	C02090	C03170	kegg
R08362	C02090	C03170	kegg
R08364	C03170	C02090	kegg
R11861	C00051	C01419	kegg
R00010	C01083	C00031	kegg
R00299	C00031	C00092	kegg
R00303	C00092	C00031	kegg
R00306	C00185	C00031	kegg
R00760	C00095	C00085	kegg
R00766	C00085	C02591	kegg
R00771	C00092	C00085	kegg
R00803	C00089	C00095	kegg
R00803	C00089	C00103	kegg
R00805	C02591	C00089	kegg
R00806	C00095	C00089	kegg
R00807	C00089	C05731	kegg
R00811	C00089	C16688	kegg
R00837	C00689	C00031	kegg
R00837	C00689	C00092	kegg
R00838	C02995	C00031	kegg
R00838	C02995	C00092	kegg
R00948	C00103	C00498	kegg
R00949	C00103	C01231	kegg
R00951	C00498	C00103	kegg
R00952	C00185	C00103	kegg
R00952	C00185	C00031	kegg
R00956	C00063	C00501	kegg
R00956	C00103	C00501	kegg
R00960	C00103	C01231	kegg
R00960	C00103	C00031	kegg
R01660	C00236	C00197	kegg
R01660	C00236	C01231	kegg
R01660	C00103	C00197	kegg
R01660	C00103	C01231	kegg
R01718	C00252	C00031	kegg
R01823	C00089	C00095	kegg
R02120	C00089	C00095	kegg
R02727	C01083	C00031	kegg
R02778	C00689	C01083	kegg
R02780	C01083	C00689	kegg
R03921	C16688	C00095	kegg
R03921	C16688	C00092	kegg
R04194	C00089	C00031	kegg
R05140	C00031	C00089	kegg
R08639	C00103	C00092	kegg
R08946	C00498	C01083	kegg
R08946	C00031	C01083	kegg
R11306	C00031	C01083	kegg
R11530	C00498	C20237	kegg
R11530	C00103	C20237	kegg
R01009	C00096	C00035	kegg
R01018	C00063	C00112	kegg
R05969	C00043	C00105	kegg
R00022	C01674	C00140	kegg
R00293	C00029	C04089	kegg
R00416	C00075	C00043	kegg
R00416	C04501	C00043	kegg
R00421	C00043	C04573	kegg
R00660	C00074	C04631	kegg
R00660	C00043	C04631	kegg
R00765	C00352	C00085	kegg
R01115	C00128	C03691	kegg
R01117	C00063	C00128	kegg
R01117	C00270	C00128	kegg
R01200	C00140	C00329	kegg
R01201	C00140	C00357	kegg
R01204	C00329	C00140	kegg
R01384	C00167	C00190	kegg
R01386	C00167	C01623	kegg
R01803	C00270	C03410	kegg
R01804	C00270	C00074	kegg
R01805	C06241	C00270	kegg
R01961	C00329	C00352	kegg
R02058	C00352	C00357	kegg
R02059	C00357	C00352	kegg
R02060	C06156	C00352	kegg
R02426	C00501	C01219	kegg
R02631	C00329	C00352	kegg
R03191	C01050	C04631	kegg
R03192	C01050	C04631	kegg
R03391	C04297	C01219	kegg
R03392	C04297	C01219	kegg
R04215	C00063	C03691	kegg
R04215	C03410	C03691	kegg
R04435	C06241	C00074	kegg
R04529	C04630	C04613	kegg
R05199	C00140	C00357	kegg
R05332	C06156	C04501	kegg
R05775	C00094	C11521	kegg
R07658	C00167	C16155	kegg
R07659	C16155	C16153	kegg
R07660	C00234	C00101	kegg
R07660	C00234	C16154	kegg
R07660	C16153	C00101	kegg
R07660	C16153	C16154	kegg
R07661	C16154	C16156	kegg
R07661	C17556	C16156	kegg
R07662	C16156	C16157	kegg
R08193	C00357	C04501	kegg
R08555	C00357	C16698	kegg
R08559	C02713	C16698	kegg
R08711	C04297	C01788	kegg
R08968	C00140	C04501	kegg
R09834	C19971	C19972	kegg
R09841	C19972	C20082	kegg
R09841	C00074	C20082	kegg
R09843	C20082	C20083	kegg
R09843	C00063	C20083	kegg
R09942	C01674	C00140	kegg
R09942	C01674	C04501	kegg
R10100	C20359	C19725	kegg
R10140	C04573	C20395	kegg
R10141	C20395	C20359	kegg
R10266	C00043	C04613	kegg
R10460	C20638	C01222	kegg
R10514	C20638	C20672	kegg
R11024	C02713	C21027	kegg
R11025	C21027	C01050	kegg
R11025	C00075	C01050	kegg
R11439	C00074	C21383	kegg
R11440	C21383	C20934	kegg
R11441	C00063	C21384	kegg
R11441	C20934	C21384	kegg
R11785	C16698	C02713	kegg
R12755	C19769	C16698	kegg
R01183	C00137	C00691	kegg
R02225	C00413	C01138	kegg
R02228	C01138	C00413	kegg
R02328	C00459	C00842	kegg
R02328	C00103	C00842	kegg
R02781	C00691	C00940	kegg
R02781	C00691	C01214	kegg
R03384	C01214	C01283	kegg
R03477	C00062	C00077	kegg
R03477	C00062	C01294	kegg
R03477	C01283	C00077	kegg
R03477	C01283	C01294	kegg
R03496	C01294	C04280	kegg
R03502	C01298	C04673	kegg
R03502	C01298	C00041	kegg
R04222	C03442	C04767	kegg
R04222	C01121	C04767	kegg
R05515	C01138	C01221	kegg
R05547	C11351	C01121	kegg
R05547	C11351	C00077	kegg
R05547	C00062	C01121	kegg
R05547	C00062	C00077	kegg
R06365	C04767	C01221	kegg
R08843	C04280	C04673	kegg
R08844	C01298	C11351	kegg
R00918	C00100	C03240	kegg
R00918	C00683	C03240	kegg
R02858	C00744	C01457	kegg
R02859	C02400	C00744	kegg
R05270	C03240	C06635	kegg
R05519	C01912	C06634	kegg
R05520	C06616	C01912	kegg
R05521	C06653	C01912	kegg
R05522	C06633	C06616	kegg
R05530	C06635	C06630	kegg
R05530	C11916	C06630	kegg
R05531	C11911	C06633	kegg
R05531	C06630	C06633	kegg
R05532	C06633	C06653	kegg
R06448	C18026	C12000	kegg
R06449	C12001	C20760	kegg
R06450	C12000	C12001	kegg
R06450	C11933	C12001	kegg
R06451	C12002	C12003	kegg
R06452	C12003	C02400	kegg
R06452	C11916	C02400	kegg
R06454	C11989	C11990	kegg
R06455	C11990	C11991	kegg
R06455	C11920	C11991	kegg
R06456	C11991	C11992	kegg
R06457	C11992	C01946	kegg
R06457	C11911	C01946	kegg
R06458	C00683	C11993	kegg
R06459	C00683	C11997	kegg
R06460	C11993	C11994	kegg
R06460	C11911	C11994	kegg
R06461	C11997	C11998	kegg
R06461	C11911	C11998	kegg
R06462	C11994	C11995	kegg
R06463	C11994	C11996	kegg
R06464	C11998	C11999	kegg
R06465	C11969	C11970	kegg
R06467	C11977	C11978	kegg
R06468	C11953	C11954	kegg
R06470	C11961	C11962	kegg
R06472	C11970	C11971	kegg
R06473	C11978	C11979	kegg
R06474	C11954	C11955	kegg
R06475	C11962	C11963	kegg
R06476	C11971	C11972	kegg
R06477	C11979	C11980	kegg
R06478	C11955	C11956	kegg
R06479	C11963	C11964	kegg
R06480	C01033	C11969	kegg
R06481	C01033	C11977	kegg
R06482	C00630	C11953	kegg
R06483	C00630	C11961	kegg
R06484	C11971	C11973	kegg
R06484	C11921	C11973	kegg
R06485	C11973	C11975	kegg
R06485	C11921	C11975	kegg
R06486	C11972	C11974	kegg
R06486	C11921	C11974	kegg
R06487	C11974	C11976	kegg
R06487	C11921	C11976	kegg
R06488	C11979	C11981	kegg
R06488	C11921	C11981	kegg
R06489	C11981	C11983	kegg
R06489	C11921	C11983	kegg
R06490	C11980	C11982	kegg
R06490	C11921	C11982	kegg
R06491	C11982	C11984	kegg
R06491	C11921	C11984	kegg
R06492	C11955	C11957	kegg
R06492	C11921	C11957	kegg
R06493	C11957	C11959	kegg
R06493	C11921	C11959	kegg
R06494	C11956	C11958	kegg
R06494	C11921	C11958	kegg
R06495	C11958	C11960	kegg
R06495	C11921	C11960	kegg
R06496	C11963	C11965	kegg
R06496	C11921	C11965	kegg
R06497	C11965	C11967	kegg
R06497	C11921	C11967	kegg
R06498	C11964	C11966	kegg
R06498	C11921	C11966	kegg
R06499	C11966	C11968	kegg
R06499	C11921	C11968	kegg
R06503	C11985	C11986	kegg
R06504	C11985	C11987	kegg
R06505	C11985	C11988	kegg
R06506	C06616	C11985	kegg
R06506	C11919	C11985	kegg
R10627	C11998	C20740	kegg
R10628	C11994	C20741	kegg
R10656	C20760	C12002	kegg
R10875	C15684	C15683	kegg
R10876	C11911	C15684	kegg
R10876	C15685	C15684	kegg
R10877	C18846	C18847	kegg
R10878	C18847	C15680	kegg
R02776	C03187	C00688	kegg
R05526	C06620	C11922	kegg
R06423	C11908	C11925	kegg
R06426	C11909	C11910	kegg
R06427	C11910	C11911	kegg
R06436	C11915	C11916	kegg
R06439	C11925	C11933	kegg
R06443	C06620	C11918	kegg
R06631	C06620	C12318	kegg
R08583	C04268	C11909	kegg
R08583	C04268	C05198	kegg
R08927	C06620	C18029	kegg
R08928	C18029	C18030	kegg
R08930	C11922	C18032	kegg
R08931	C18032	C18033	kegg
R08932	C18033	C18034	kegg
R10190	C03187	C00688	kegg
R10459	C11460	C12481	kegg
R11042	C21071	C11921	kegg
R11045	C12318	C21073	kegg
R11464	C11460	C11461	kegg
R11465	C11461	C11447	kegg
R11466	C21351	C21362	kegg
R11467	C21362	C21363	kegg
R11468	C04268	C21348	kegg
R11471	C00842	C06017	kegg
R11472	C06017	C21351	kegg
R11473	C21351	C21352	kegg
R11474	C21352	C21353	kegg
R11475	C21354	C21353	kegg
R11476	C21354	C21355	kegg
R06586	C12210	C12211	kegg
R06594	C00029	C12210	kegg
R08617	C00092	C17209	kegg
R08890	C17209	C17580	kegg
R08890	C17209	C00940	kegg
R08891	C17581	C02627	kegg
R08891	C17581	C00940	kegg
R08892	C17580	C17581	kegg
R08893	C17580	C17581	kegg
R08893	C17580	C05198	kegg
R08894	C00043	C17582	kegg
R08894	C02627	C17582	kegg
R08895	C17582	C01743	kegg
R08896	C01743	C17583	kegg
R08897	C01441	C17583	kegg
R08900	C00043	C17587	kegg
R08900	C01759	C17587	kegg
R08901	C17587	C17588	kegg
R08902	C17588	C17589	kegg
R08908	C01847	C00061	kegg
R08909	C01759	C18005	kegg
R08910	C18005	C01879	kegg
R10094	C20350	C20351	kegg
R10096	C02627	C20353	kegg
R10130	C17580	C17581	kegg
R10207	C20353	C20351	kegg
R10312	C00825	C20509	kegg
R10417	C01822	C20509	kegg
R10424	C12211	C01822	kegg
R10424	C20350	C01822	kegg
R10425	C12211	C00825	kegg
R10425	C01441	C00825	kegg
R10426	C12211	C01823	kegg
R10426	C01743	C01823	kegg
R10427	C12211	C20614	kegg
R10427	C20353	C20614	kegg
R10768	C01822	C20699	kegg
R10768	C00169	C20699	kegg
R11265	C01759	C21176	kegg
R11267	C20614	C21251	kegg
R11268	C01823	C21252	kegg
R11269	C01822	C21251	kegg
R11270	C00825	C21252	kegg
R11271	C20350	C21253	kegg
R11272	C01441	C21254	kegg
R11273	C21255	C21256	kegg
R11274	C01743	C21257	kegg
R11274	C01743	C05198	kegg
R11275	C01441	C21258	kegg
R11275	C01441	C05198	kegg
R11276	C21257	C21255	kegg
R11277	C21258	C21259	kegg
R11278	C12211	C00397	kegg
R11278	C21259	C00397	kegg
R11279	C00825	C18000	kegg
R11279	C00169	C18000	kegg
R11280	C00119	C21260	kegg
R11280	C01743	C21260	kegg
R11281	C21260	C18002	kegg
R11282	C00043	C21261	kegg
R11282	C18002	C21261	kegg
R11283	C21261	C21262	kegg
R11284	C21262	C21263	kegg
R11289	C00190	C17701	kegg
R11289	C01743	C17701	kegg
R11290	C17701	C21265	kegg
R11291	C21265	C21266	kegg
R11292	C21266	C01917	kegg
R11293	C01917	C17702	kegg
R11293	C01917	C05198	kegg
R11294	C17702	C17703	kegg
R11294	C17702	C05198	kegg
R11295	C17702	C21267	kegg
R11296	C17703	C21268	kegg
R11297	C21267	C17704	kegg
R11299	C21268	C17705	kegg
R11302	C17704	C00908	kegg
R11304	C17705	C02033	kegg
R10937	C20956	C17691	kegg
R11184	C06802	C21156	kegg
R11185	C17691	C17692	kegg
R11234	C17696	C17697	kegg
R11235	C17697	C21205	kegg
R11236	C17697	C21218	kegg
R11238	C21218	C21216	kegg
R11240	C21219	C17700	kegg
R11241	C17700	C12112	kegg
R11244	C21204	C21205	kegg
R11245	C21205	C21206	kegg
R11247	C04268	C21208	kegg
R11248	C21208	C21156	kegg
R11249	C21205	C21209	kegg
R11250	C21416	C21211	kegg
R11251	C21211	C17698	kegg
R11252	C21247	C21248	kegg
R11254	C17695	C21247	kegg
R11255	C21249	C17699	kegg
R11305	C21156	C06802	kegg
R11340	C12112	C21293	kegg
R11402	C00044	C21368	kegg
R11497	C21368	C21219	kegg
R11497	C21368	C00035	kegg
R11497	C21216	C21219	kegg
R11497	C21216	C00035	kegg
R01530	C01112	C00199	kegg
R03254	C04478	C00074	kegg
R03254	C04478	C01112	kegg
R03350	C04478	C01187	kegg
R03351	C00063	C04121	kegg
R03351	C01187	C04121	kegg
R04549	C04652	C00105	kegg
R04549	C04652	C04824	kegg
R04550	C06022	C04652	kegg
R04567	C00043	C04738	kegg
R04587	C04738	C06022	kegg
R04606	C04652	C04932	kegg
R04606	C04824	C04932	kegg
R04657	C04932	C04919	kegg
R04658	C04919	C06024	kegg
R04658	C04919	C00055	kegg
R04658	C04121	C06024	kegg
R04658	C04121	C00055	kegg
R05074	C06024	C06025	kegg
R05074	C06024	C00055	kegg
R05074	C04121	C06025	kegg
R05074	C04121	C00055	kegg
R05075	C06251	C06026	kegg
R05146	C06025	C06251	kegg
R05644	C07838	C06397	kegg
R05645	C05382	C07836	kegg
R05646	C07836	C11472	kegg
R05647	C11472	C07838	kegg
R06285	C04121	C00055	kegg
R09767	C06024	C19877	kegg
R09772	C00044	C19881	kegg
R09773	C16157	C19884	kegg
R09773	C16157	C17556	kegg
R09773	C04919	C19884	kegg
R09773	C04919	C17556	kegg
R09781	C06026	C19890	kegg
R09781	C06026	C17556	kegg
R09781	C16157	C19890	kegg
R09781	C16157	C17556	kegg
R10906	C06025	C20933	kegg
R11186	C04574	C17556	kegg
R11186	C04574	C21157	kegg
R11186	C06026	C17556	kegg
R11186	C06026	C21157	kegg
R11204	C06026	C21173	kegg
R11555	C06026	C21461	kegg
R11557	C21461	C21463	kegg
R12207	C16157	C17556	kegg
R10174	C04268	C06018	kegg
R10420	C20613	C20612	kegg
R10421	C20613	C20612	kegg
R11409	C01222	C20612	kegg
R12790	C00234	C00101	kegg
R12790	C20638	C00101	kegg
R02786	C00692	C05892	kegg
R02786	C00047	C05892	kegg
R03193	C01050	C01212	kegg
R03193	C00041	C01212	kegg
R04573	C05892	C04702	kegg
R04573	C00993	C04702	kegg
R05030	C05893	C05894	kegg
R05032	C05897	C05898	kegg
R05032	C00043	C05898	kegg
R05626	C17558	C17556	kegg
R05627	C04574	C17556	kegg
R05629	C04702	C00105	kegg
R05629	C04702	C04851	kegg
R05629	C17556	C00105	kegg
R05629	C17556	C04851	kegg
R05630	C04882	C00105	kegg
R05630	C04882	C05897	kegg
R05630	C17556	C00105	kegg
R05630	C17556	C05897	kegg
R05662	C04851	C05893	kegg
R05662	C00043	C05893	kegg
R06447	C00129	C04574	kegg
R08776	C05894	C17541	kegg
R08779	C05893	C17550	kegg
R08780	C17550	C17549	kegg
R00841	C00093	C00116	kegg
R00847	C00116	C00093	kegg
R01011	C00184	C00111	kegg
R01012	C00074	C00111	kegg
R01012	C00184	C00111	kegg
R01034	C00116	C00184	kegg
R01036	C00116	C00577	kegg
R01039	C00116	C00184	kegg
R01041	C00116	C00577	kegg
R01047	C00116	C00969	kegg
R01752	C00577	C00258	kegg
R03119	C02457	C00969	kegg
R03468	C00128	C00055	kegg
R01185	C01177	C00137	kegg
R01188	C00137	C03659	kegg
R01802	C00137	C00055	kegg
R02782	C00691	C04287	kegg
R03330	C04062	C01177	kegg
R03427	C01243	C04063	kegg
R03428	C01243	C01272	kegg
R03429	C01243	C04477	kegg
R03430	C01272	C01243	kegg
R03478	C04477	C01284	kegg
R03479	C04520	C01284	kegg
R05202	C01204	C01284	kegg
R05378	C06893	C00222	kegg
R05378	C06893	C00111	kegg
R05661	C06892	C06893	kegg
R08503	C16737	C06892	kegg
R08603	C04287	C16737	kegg
R09669	C00063	C19794	kegg
R09670	C19794	C00055	kegg
R09670	C19794	C19799	kegg
R11770	C00691	C21643	kegg
R11771	C21643	C21644	kegg
R11772	C21644	C00558	kegg
R00748	C00346	C00084	kegg
R00749	C00189	C00084	kegg
R00842	C00093	C00111	kegg
R00844	C00093	C00111	kegg
R00846	C00093	C00111	kegg
R00848	C00093	C00111	kegg
R00855	C00513	C00055	kegg
R00855	C00513	C00093	kegg
R00856	C00063	C00513	kegg
R00856	C00093	C00513	kegg
R01021	C00114	C00588	kegg
R01023	C00114	C01996	kegg
R01026	C01996	C00114	kegg
R01030	C00670	C00114	kegg
R01030	C00670	C00093	kegg
R01321	C00307	C00055	kegg
R01468	C00189	C00346	kegg
R01470	C01233	C00189	kegg
R01470	C01233	C00093	kegg
R01801	C00093	C00055	kegg
R01890	C00063	C00307	kegg
R01890	C00588	C00307	kegg
R02037	C00346	C01210	kegg
R02038	C00063	C00570	kegg
R02038	C00346	C00570	kegg
R02057	C00570	C00055	kegg
R02563	C00570	C00055	kegg
R02563	C00570	C03872	kegg
R02563	C00065	C00055	kegg
R02563	C00065	C03872	kegg
R02817	C03872	C00065	kegg
R02817	C03872	C00346	kegg
R04158	C00353	C04590	kegg
R04520	C00353	C04638	kegg
R04520	C04590	C04638	kegg
R05381	C00189	C06772	kegg
R05381	C00084	C06772	kegg
R05382	C06771	C06772	kegg
R05382	C06771	C00084	kegg
R05794	C00114	C00055	kegg
R06868	C01210	C13482	kegg
R06869	C13482	C00588	kegg
R06870	C00346	C00189	kegg
R06871	C00588	C00114	kegg
R07376	C00065	C00189	kegg
R07377	C00065	C00114	kegg
R08966	C00063	C18059	kegg
R08966	C04638	C18059	kegg
R09944	C00063	C00112	kegg
R10255	C18059	C00055	kegg
R10255	C18059	C20466	kegg
R10255	C00065	C00055	kegg
R10255	C00065	C20466	kegg
R10325	C20518	C04638	kegg
R10326	C20518	C04638	kegg
R10331	C20518	C04638	kegg
R12757	C00065	C00189	kegg
R03110	C00307	C00055	kegg
R04321	C00307	C00055	kegg
R06364	C00570	C00055	kegg
R07384	C00055	C00570	kegg
R07386	C00114	C00189	kegg
R07389	C00307	C00055	kegg
R10805	C00053	C00054	kegg
R11997	C04150	C02970	kegg
R11998	C04150	C02970	kegg
R12075	C02970	C00105	kegg
R00073	C00427	C05956	kegg
R01590	C00219	C05956	kegg
R01593	C00219	C05966	kegg
R01594	C00219	C04822	kegg
R01595	C00219	C05356	kegg
R01596	C00219	C05965	kegg
R02264	C00427	C00639	kegg
R02265	C00427	C00584	kegg
R02266	C00427	C00696	kegg
R02267	C00427	C01312	kegg
R02268	C00427	C02198	kegg
R02581	C00639	C00584	kegg
R02583	C00584	C05953	kegg
R02683	C00639	C05960	kegg
R02801	C00696	C05957	kegg
R03057	C00909	C02165	kegg
R03058	C05356	C00909	kegg
R03059	C00909	C02166	kegg
R03521	C01312	C05961	kegg
R03866	C02165	C04853	kegg
R03878	C02198	C05963	kegg
R04256	C05952	C03577	kegg
R04517	C04742	C04577	kegg
R04518	C04742	C04577	kegg
R05055	C05951	C05952	kegg
R05056	C05953	C05955	kegg
R05057	C05954	C05955	kegg
R05058	C05957	C05958	kegg
R05059	C05961	C05962	kegg
R05060	C05963	C05964	kegg
R05207	C05952	C06462	kegg
R07031	C14815	C06314	kegg
R07032	C14815	C06315	kegg
R07034	C05356	C00127	kegg
R07034	C05356	C04805	kegg
R07035	C05966	C00127	kegg
R07035	C05966	C04742	kegg
R07037	C14810	C14811	kegg
R07039	C05965	C14808	kegg
R07040	C05965	C14810	kegg
R07041	C00219	C14748	kegg
R07042	C05966	C14781	kegg
R07043	C05966	C14813	kegg
R07044	C14781	C14782	kegg
R07045	C14813	C14814	kegg
R07046	C00219	C14749	kegg
R07047	C00219	C14820	kegg
R07048	C00219	C14771	kegg
R07049	C00219	C14821	kegg
R07050	C00219	C14770	kegg
R07051	C00219	C14769	kegg
R07052	C00219	C14768	kegg
R07054	C00219	C14778	kegg
R07067	C05958	C14717	kegg
R07108	C14771	C14775	kegg
R07109	C14770	C14774	kegg
R07110	C14769	C14773	kegg
R07111	C14768	C14772	kegg
R09506	C00427	C00639	kegg
R09875	C02166	C05951	kegg
R03626	C01595	C04717	kegg
R03627	C01595	C04056	kegg
R05718	C01595	C07338	kegg
R05740	C01595	C07289	kegg
R07055	C01595	C14825	kegg
R07056	C01595	C14826	kegg
R07057	C01595	C14827	kegg
R07058	C14762	C14765	kegg
R07061	C01595	C14831	kegg
R07062	C14831	C07354	kegg
R07063	C01595	C06426	kegg
R07121	C14826	C14829	kegg
R07122	C14825	C14828	kegg
R09811	C01595	C19937	kegg
R09905	C14831	C20186	kegg
R03401	C04780	C01226	kegg
R03402	C04672	C01226	kegg
R05759	C08491	C11512	kegg
R07861	C06427	C16300	kegg
R07863	C04785	C04672	kegg
R07864	C06427	C16321	kegg
R07865	C16321	C16324	kegg
R07866	C16324	C16325	kegg
R07867	C16321	C16320	kegg
R07868	C16321	C16322	kegg
R07868	C16321	C16323	kegg
R07869	C06427	C04785	kegg
R07870	C04785	C16311	kegg
R07870	C04785	C16310	kegg
R07872	C16311	C16309	kegg
R07887	C04780	C16327	kegg
R07888	C16327	C16328	kegg
R07889	C16329	C16328	kegg
R07890	C16329	C16330	kegg
R07891	C16331	C16330	kegg
R07892	C16331	C16332	kegg
R07893	C16333	C16332	kegg
R07894	C16333	C16334	kegg
R07895	C16335	C16334	kegg
R07896	C16335	C16336	kegg
R07897	C16337	C16336	kegg
R07898	C16337	C16338	kegg
R07899	C16339	C16338	kegg
R10783	C16310	C08492	kegg
R12140	C04672	C21923	kegg
R12141	C21923	C21924	kegg
R12775	C06427	C16341	kegg
R01281	C00154	C02934	kegg
R01281	C00065	C02934	kegg
R01503	C00570	C00055	kegg
R01891	C00307	C00055	kegg
R01926	C00319	C06124	kegg
R01928	C00319	C01747	kegg
R01929	C00307	C00055	kegg
R01929	C00307	C03640	kegg
R01929	C00319	C00055	kegg
R01929	C00319	C03640	kegg
R02464	C01120	C00346	kegg
R02464	C01120	C00517	kegg
R02976	C00836	C01120	kegg
R02978	C00836	C02934	kegg
R04017	C00053	C00054	kegg
R05105	C00053	C00054	kegg
R06516	C06124	C00346	kegg
R06516	C06124	C06123	kegg
R06520	C01120	C00836	kegg
R06521	C06124	C00319	kegg
R06525	C00836	C12144	kegg
R00203	C00546	C00022	kegg
R00205	C00546	C00022	kegg
R00207	C00022	C00227	kegg
R00211	C00022	C00024	kegg
R00212	C00058	C00022	kegg
R00214	C00149	C00022	kegg
R00216	C00149	C00022	kegg
R00217	C00036	C00022	kegg
R00218	C03248	C00022	kegg
R00219	C00022	C03981	kegg
R00227	C00024	C00033	kegg
R00236	C05993	C00024	kegg
R00316	C00033	C05993	kegg
R00317	C00227	C00033	kegg
R00319	C00186	C00033	kegg
R00320	C00033	C00227	kegg
R00326	C00084	C00033	kegg
R00343	C00149	C00036	kegg
R00345	C00036	C00074	kegg
R00346	C00036	C00074	kegg
R00472	C00149	C00048	kegg
R00753	C00186	C00084	kegg
R00928	C00163	C00100	kegg
R00998	C02488	C00109	kegg
R01019	C00113	C01359	kegg
R01019	C00084	C01359	kegg
R01257	C00149	C00036	kegg
R01446	C00424	C00186	kegg
R01447	C00186	C00149	kegg
R01447	C00036	C00149	kegg
R02260	C00424	C00546	kegg
R02530	C03451	C00546	kegg
R04177	C03981	C03248	kegg
R05063	C05994	C06255	kegg
R11074	C00149	C00186	kegg
R12212	C00036	C01330	kegg
R12212	C01330	C01330	kegg
R00818	C00805	C00090	kegg
R02606	C01273	C00180	kegg
R02606	C01273	C00596	kegg
R03462	C02526	C01273	kegg
R04522	C04623	C04596	kegg
R05239	C06589	C02526	kegg
R05241	C06585	C06586	kegg
R05245	C06586	C06587	kegg
R05256	C06644	C06645	kegg
R05261	C06584	C06585	kegg
R05262	C06584	C06585	kegg
R05263	C06588	C06589	kegg
R05264	C06588	C06589	kegg
R05359	C06587	C02370	kegg
R05359	C06587	C00596	kegg
R05360	C07731	C00805	kegg
R05360	C07731	C00596	kegg
R05361	C07734	C02501	kegg
R05361	C07734	C00090	kegg
R05363	C06645	C06646	kegg
R05363	C06645	C11353	kegg
R05365	C08062	C00596	kegg
R05365	C08062	C00108	kegg
R05411	C03569	C07731	kegg
R05413	C07733	C07734	kegg
R05414	C08060	C08061	kegg
R05415	C08061	C08062	kegg
R05434	C07729	C03569	kegg
R05439	C07732	C07733	kegg
R05474	C06646	C03077	kegg
R09512	C08060	C08061	kegg
R04089	C02923	C06210	kegg
R05138	C00596	C06210	kegg
R05232	C06576	C06577	kegg
R05235	C06577	C06578	kegg
R05240	C06579	C06580	kegg
R05247	C06578	C06579	kegg
R05248	C06580	C06581	kegg
R05266	C06575	C06576	kegg
R05282	C06757	C06758	kegg
R05288	C06756	C06757	kegg
R05289	C06758	C01454	kegg
R05290	C01454	C06729	kegg
R05291	C01454	C06729	kegg
R05292	C06729	C06730	kegg
R05293	C06729	C06730	kegg
R05295	C06730	C06760	kegg
R05298	C00479	C06762	kegg
R05309	C06720	C02923	kegg
R05314	C06731	C02923	kegg
R05347	C07216	C07209	kegg
R05348	C07213	C07214	kegg
R05353	C06760	C07478	kegg
R05364	C06582	C02632	kegg
R05364	C06582	C00596	kegg
R05374	C07479	C11354	kegg
R05377	C06581	C06582	kegg
R05389	C07478	C07479	kegg
R05428	C07215	C06731	kegg
R05442	C07212	C07213	kegg
R05443	C07208	C07216	kegg
R05663	C07214	C07215	kegg
R05664	C07209	C07211	kegg
R05665	C07211	C06720	kegg
R05864	C11354	C06762	kegg
R05865	C06760	C11354	kegg
R09097	C00479	C00100	kegg
R01293	C00633	C00156	kegg
R01294	C00633	C00156	kegg
R01419	C00261	C00180	kegg
R01420	C00261	C00180	kegg
R01636	C02236	C00230	kegg
R01636	C02236	C00094	kegg
R01763	C00556	C00261	kegg
R02550	C00556	C01455	kegg
R02675	C01468	C00633	kegg
R03559	C01455	C04592	kegg
