reaction	reactant	product	type
R01931	C00177	C01755	kegg
R02021	C00053	C00094	kegg
R02021	C00053	C00054	kegg
R02574	C04022	C00580	kegg
R02574	C04022	C00511	kegg
R05072	C00320	C00094	kegg
R05717	C00094	C00224	kegg
R05717	C00127	C00224	kegg
R07177	C00320	C02084	kegg
R07177	C00320	C15495	kegg
R07177	C15494	C02084	kegg
R07177	C15494	C15495	kegg
R07210	C01847	C00061	kegg
R07210	C01847	C00094	kegg
R07365	C00087	C00094	kegg
R08553	C00094	C00224	kegg
R08678	C17267	C00094	kegg
R09498	C11143	C11142	kegg
R09500	C00580	C11143	kegg
R09501	C00580	C11143	kegg
R09513	C11145	C00094	kegg
R09786	C00580	C00409	kegg
R09997	C00409	C03920	kegg
R09997	C03576	C03920	kegg
R10150	C02084	C00320	kegg
R10151	C00320	C00059	kegg
R10203	C11142	C11145	kegg
R10203	C11142	C00061	kegg
R10203	C01847	C11145	kegg
R10203	C01847	C00061	kegg
R10206	C11145	C00061	kegg
R10206	C11145	C00094	kegg
R10206	C01847	C00061	kegg
R10206	C01847	C00094	kegg
R10333	C04022	C08276	kegg
R10333	C04022	C00440	kegg
R10333	C00101	C08276	kegg
R10333	C00101	C00440	kegg
R10820	C08276	C20870	kegg
R10936	C20955	C00084	kegg
R10936	C20955	C00409	kegg
R11130	C20870	C20955	kegg
R11487	C00094	C00059	kegg
R11546	C00409	C00580	kegg
R00059	C01255	C02378	kegg
R02229	C00414	C00854	kegg
R02231	C00414	C01880	kegg
R02233	C00571	C00414	kegg
R02564	C02824	C00571	kegg
R02564	C02824	C00059	kegg
R03278	C01147	C06105	kegg
R03279	C03739	C01147	kegg
R03281	C01147	C03241	kegg
R03448	C04277	C01255	kegg
R03751	C01880	C06103	kegg
R05098	C03241	C06102	kegg
R05099	C06102	C06104	kegg
R05100	C06102	C06105	kegg
R05231	C06103	C06102	kegg
R05283	C06103	C06102	kegg
R05356	C06593	C02378	kegg
R05507	C02378	C06102	kegg
R05771	C11519	C11520	kegg
R06940	C11519	C00571	kegg
R06943	C14143	C14144	kegg
R06944	C06104	C14143	kegg
R06945	C11249	C00854	kegg
R01615	C05608	C00223	kegg
R01941	C10945	C00323	kegg
R01942	C00323	C00406	kegg
R01943	C01197	C00323	kegg
R01945	C00323	C00852	kegg
R01945	C00296	C00852	kegg
R02193	C02666	C00406	kegg
R02194	C01494	C00406	kegg
R02220	C05610	C00411	kegg
R02221	C00482	C00411	kegg
R02255	C00423	C00540	kegg
R02379	C05619	C00482	kegg
R02380	C00482	C01175	kegg
R02381	C00933	C00482	kegg
R02381	C00933	C00114	kegg
R02416	C00223	C02947	kegg
R02416	C00493	C02947	kegg
R02506	C00903	C00540	kegg
R02593	C00590	C02666	kegg
R02594	C00590	C00761	kegg
R02595	C00761	C00590	kegg
R02595	C00761	C00031	kegg
R02952	C00811	C05627	kegg
R03075	C00031	C01175	kegg
R03075	C00031	C00114	kegg
R03075	C00933	C01175	kegg
R03075	C00933	C00114	kegg
R03323	C01175	C00031	kegg
R03323	C01175	C02887	kegg
R03323	C00149	C00031	kegg
R03323	C00149	C02887	kegg
R03365	C01197	C04366	kegg
R03366	C01197	C01494	kegg
R03367	C01197	C06224	kegg
R03594	C01752	C01527	kegg
R03604	C01533	C02325	kegg
R03604	C01533	C00031	kegg
R03605	C02325	C01533	kegg
R03710	C01772	C05158	kegg
R03918	C02325	C05610	kegg
R04005	C02646	C05855	kegg
R04006	C05855	C02646	kegg
R04006	C05855	C00031	kegg
R04342	C12208	C00852	kegg
R05700	C02666	C01494	kegg
R05701	C02666	C01494	kegg
R06569	C12203	C12204	kegg
R06570	C12204	C12205	kegg
R06571	C10945	C12206	kegg
R06572	C02666	C12204	kegg
R06573	C00590	C12205	kegg
R06574	C10945	C02666	kegg
R06575	C12206	C00590	kegg
R06576	C12204	C05610	kegg
R06577	C12205	C02325	kegg
R06578	C12203	C00411	kegg
R06579	C05608	C10945	kegg
R06580	C02646	C12206	kegg
R06582	C02947	C10434	kegg
R06583	C05619	C12203	kegg
R06584	C00406	C12203	kegg
R07240	C10469	C10478	kegg
R07432	C00223	C12208	kegg
R07432	C00296	C12208	kegg
R07433	C10434	C00323	kegg
R07433	C10434	C00493	kegg
R07436	C00223	C00323	kegg
R07437	C05608	C02646	kegg
R07440	C01494	C05619	kegg
R07441	C05610	C00482	kegg
R07442	C05610	C00482	kegg
R07826	C00811	C01197	kegg
R08815	C00540	C00223	kegg
R08983	C00223	C18069	kegg
R08983	C00315	C18069	kegg
R08984	C18069	C18070	kegg
R08985	C18070	C18071	kegg
R08986	C18071	C18072	kegg
R08987	C18072	C18073	kegg
R09931	C10469	C20225	kegg
R10248	C20225	C10453	kegg
R10249	C20465	C16930	kegg
R10250	C10453	C10454	kegg
R10251	C16930	C10452	kegg
R10252	C20464	C10428	kegg
R10253	C00590	C20225	kegg
R10254	C02646	C20465	kegg
R10289	C20465	C20464	kegg
R10701	C10434	C01197	kegg
R10701	C10434	C00493	kegg
R01613	C00223	C06561	kegg
R02160	C01617	C00389	kegg
R02442	C00509	C05631	kegg
R02444	C00509	C00974	kegg
R02445	C00509	C01477	kegg
R02446	C00509	C06561	kegg
R02897	C00509	C09099	kegg
R03123	C03648	C00974	kegg
R03124	C00974	C01617	kegg
R03126	C00974	C05903	kegg
R03590	C05631	C01514	kegg
R03636	C05906	C01617	kegg
R03639	C01617	C02906	kegg
R03640	C05631	C01617	kegg
R04276	C03648	C05904	kegg
R04901	C05907	C05631	kegg
R04902	C05631	C05911	kegg
R05036	C05905	C05906	kegg
R05037	C05908	C05909	kegg
R05038	C05909	C02906	kegg
R05039	C05911	C02906	kegg
R05723	C05906	C01617	kegg
R06532	C05906	C06562	kegg
R06533	C05909	C12127	kegg
R06537	C01477	C01514	kegg
R06538	C05903	C00389	kegg
R06539	C02906	C10107	kegg
R06540	C03648	C00974	kegg
R06551	C05911	C10192	kegg
R06556	C08650	C09762	kegg
R06568	C00223	C08650	kegg
R06610	C00509	C12124	kegg
R06615	C03648	C09320	kegg
R06820	C09099	C09789	kegg
R06820	C02199	C09789	kegg
R06822	C01477	C01460	kegg
R07712	C09762	C12123	kegg
R07987	C00540	C16404	kegg
R07988	C00323	C15525	kegg
R07989	C00406	C16405	kegg
R07990	C16404	C09827	kegg
R07991	C15525	C05631	kegg
R07992	C16405	C09756	kegg
R07993	C09827	C09826	kegg
R07994	C08650	C08578	kegg
R07995	C08578	C09614	kegg
R07996	C09762	C09751	kegg
R07997	C09614	C01378	kegg
R07998	C16415	C09751	kegg
R07999	C09736	C01378	kegg
R08000	C16415	C09751	kegg
R08001	C09736	C01378	kegg
R08002	C09762	C09614	kegg
R08003	C06561	C16416	kegg
R08003	C00235	C16416	kegg
R08004	C16416	C16417	kegg
R08006	C06561	C16407	kegg
R08007	C15525	C16408	kegg
R08008	C16407	C16409	kegg
R08009	C16408	C16410	kegg
R08010	C16408	C16409	kegg
R08012	C05631	C09756	kegg
R08013	C06561	C16406	kegg
R08021	C01709	C16422	kegg
R08022	C16422	C09806	kegg
R08022	C02199	C09806	kegg
R08026	C00509	C01709	kegg
R08028	C09826	C16418	kegg
R08029	C09827	C16419	kegg
R08031	C15525	C16405	kegg
R08032	C09751	C01378	kegg
R08081	C09827	C10028	kegg
R08082	C09826	C10044	kegg
R08129	C00509	C16492	kegg
R08130	C16492	C01460	kegg
R09791	C00509	C09833	kegg
R10258	C00389	C10107	kegg
R10260	C01514	C10192	kegg
R12088	C00774	C01604	kegg
R12213	C00509	C05334	kegg
R12277	C09762	C12123	kegg
R12278	C00509	C01477	kegg
R12279	C05631	C01514	kegg
R06534	C05904	C12137	kegg
R06535	C05905	C08604	kegg
R06536	C05908	C12138	kegg
R06544	C08604	C12095	kegg
R06544	C00223	C12095	kegg
R06545	C08639	C12096	kegg
R06545	C00223	C12096	kegg
R06546	C08604	C08639	kegg
R06547	C12095	C12096	kegg
R06548	C08604	C12141	kegg
R06549	C12138	C12139	kegg
R06550	C12138	C12140	kegg
R06799	C12640	C12641	kegg
R06800	C12641	C12647	kegg
R06801	C12137	C12642	kegg
R06802	C12137	C12644	kegg
R06802	C02199	C12644	kegg
R06803	C12644	C12645	kegg
R06817	C08604	C12643	kegg
R06818	C08604	C08620	kegg
R06818	C02199	C08620	kegg
R06819	C08620	C12646	kegg
R07873	C12137	C16297	kegg
R07873	C00323	C16297	kegg
R07874	C12137	C08725	kegg
R07875	C16297	C12640	kegg
R07876	C08725	C12640	kegg
R07876	C00323	C12640	kegg
R07877	C12137	C16305	kegg
R07878	C08604	C16306	kegg
R07882	C08639	C16350	kegg
R07882	C00223	C16350	kegg
R07883	C16312	C16351	kegg
R07883	C00223	C16351	kegg
R07884	C12642	C16288	kegg
R07885	C12643	C16289	kegg
R07886	C16301	C16290	kegg
R07900	C08620	C16292	kegg
R07901	C16292	C16293	kegg
R07903	C12138	C16315	kegg
R07903	C02199	C16315	kegg
R07904	C16315	C16294	kegg
R07905	C16294	C16295	kegg
R07906	C16295	C16296	kegg
R07907	C16294	C16296	kegg
R07908	C05905	C16298	kegg
R07909	C16298	C08639	kegg
R07910	C12096	C16299	kegg
R07911	C12138	C16312	kegg
R07912	C16312	C16314	kegg
R07913	C16301	C16304	kegg
R07914	C16304	C16303	kegg
R07915	C16303	C16302	kegg
R07923	C16313	C16354	kegg
R07924	C16354	C08641	kegg
R07925	C16314	C08641	kegg
R07926	C12138	C16367	kegg
R07926	C00323	C16367	kegg
R07927	C12137	C16368	kegg
R07927	C00223	C16368	kegg
R07928	C08604	C16369	kegg
R07928	C00323	C16369	kegg
R07929	C12138	C16370	kegg
R07929	C00223	C16370	kegg
R07930	C08725	C16371	kegg
R07930	C00323	C16371	kegg
R07931	C08639	C16372	kegg
R07931	C00323	C16372	kegg
R07932	C12643	C16373	kegg
R07932	C00167	C16373	kegg
R07938	C12138	C16301	kegg
R07944	C16312	C16313	kegg
R07944	C00323	C16313	kegg
R09635	C00167	C19762	kegg
R09635	C08604	C19762	kegg
R10259	C20470	C06672	kegg
R10259	C20470	C20469	kegg
R10259	C08604	C06672	kegg
R10259	C08604	C20469	kegg
R10261	C01175	C00482	kegg
R10261	C01175	C08639	kegg
R10261	C08604	C00482	kegg
R10261	C08604	C08639	kegg
R10290	C12137	C20489	kegg
R10290	C00190	C20489	kegg
R10291	C08604	C20490	kegg
R10291	C00190	C20490	kegg
R10293	C20489	C20492	kegg
R10294	C20490	C20493	kegg
R10296	C20470	C06672	kegg
R10296	C20470	C20495	kegg
R10296	C12137	C06672	kegg
R10296	C12137	C20495	kegg
R10297	C20470	C06672	kegg
R10297	C20470	C20496	kegg
R10297	C12138	C06672	kegg
R10297	C12138	C20496	kegg
R10298	C12137	C08725	kegg
R10298	C12137	C00482	kegg
R10298	C01175	C08725	kegg
R10298	C01175	C00482	kegg
R10299	C12138	C16312	kegg
R10299	C12138	C00482	kegg
R10299	C01175	C16312	kegg
R10299	C01175	C00482	kegg
R02931	C06563	C00814	kegg
R02932	C06563	C09126	kegg
R02954	C02675	C00814	kegg
R03006	C00858	C01562	kegg
R03452	C04271	C01263	kegg
R03962	C03567	C02495	kegg
R06560	C00858	C02920	kegg
R06561	C00814	C12135	kegg
R06562	C02920	C00786	kegg
R06564	C10208	C00858	kegg
R06606	C10208	C02495	kegg
R06607	C06563	C12134	kegg
R06793	C12631	C06563	kegg
R06794	C06563	C10521	kegg
R06795	C00814	C05376	kegg
R06796	C05376	C12625	kegg
R07195	C15509	C10422	kegg
R07196	C15509	C15511	kegg
R07271	C00235	C15509	kegg
R07271	C01263	C15509	kegg
R07317	C15567	C10208	kegg
R07711	C09762	C16232	kegg
R07715	C16232	C16233	kegg
R07716	C16233	C14314	kegg
R07717	C14314	C14536	kegg
R07718	C14536	C16195	kegg
R07720	C10208	C10216	kegg
R07721	C10216	C16191	kegg
R07722	C15567	C16190	kegg
R07723	C16190	C00858	kegg
R07724	C10208	C12125	kegg
R07725	C10208	C10200	kegg
R07726	C10200	C10205	kegg
R07728	C03567	C04271	kegg
R07729	C00858	C10509	kegg
R07731	C10509	C16222	kegg
R07732	C16222	C10509	kegg
R07733	C10509	C00858	kegg
R07735	C02920	C16188	kegg
R07736	C16188	C16189	kegg
R07737	C00786	C16187	kegg
R07738	C16187	C10503	kegg
R07740	C10503	C16223	kegg
R07741	C16223	C16224	kegg
R07742	C16224	C16223	kegg
R07743	C16223	C10503	kegg
R07744	C01562	C07593	kegg
R07745	C01562	C10522	kegg
R07746	C10522	C16226	kegg
R07747	C16226	C16227	kegg
R07750	C16230	C10516	kegg
R07753	C10502	C10538	kegg
R07754	C10538	C16231	kegg
R07755	C16231	C10538	kegg
R07756	C10538	C10502	kegg
R07757	C09126	C16192	kegg
R07776	C00814	C10520	kegg
R07777	C09762	C15567	kegg
R07778	C00509	C12631	kegg
R09602	C10520	C19727	kegg
R02157	C00389	C04443	kegg
R02158	C00389	C05623	kegg
R02159	C00053	C00054	kegg
R02159	C00053	C00616	kegg
R02159	C00389	C00054	kegg
R02159	C00389	C00616	kegg
R02632	C00053	C00054	kegg
R02632	C00053	C01155	kegg
R02632	C00616	C00054	kegg
R02632	C00616	C01155	kegg
R02633	C00053	C00054	kegg
R02633	C00053	C01156	kegg
R02633	C00616	C00054	kegg
R02633	C00616	C01156	kegg
R03289	C00053	C00054	kegg
R03289	C00053	C03897	kegg
R03289	C01155	C00054	kegg
R03289	C01155	C03897	kegg
R03456	C01265	C04444	kegg
R03565	C01460	C04024	kegg
R03571	C01477	C01470	kegg
R03574	C01477	C04608	kegg
R03587	C01514	C04293	kegg
R03588	C01514	C03951	kegg
R03589	C00167	C03515	kegg
R03589	C01514	C03515	kegg
R03686	C01714	C04199	kegg
R04526	C01623	C04858	kegg
R04526	C04608	C04858	kegg
R04618	C04858	C05622	kegg
R04900	C05623	C05625	kegg
R04900	C02199	C05625	kegg
R05323	C04443	C01265	kegg
R06611	C05903	C12249	kegg
R06797	C05623	C12638	kegg
R06804	C12249	C12634	kegg
R06806	C00223	C12636	kegg
R06807	C05903	C10098	kegg
R06809	C01156	C03898	kegg
R06809	C01156	C00054	kegg
R06809	C00053	C03898	kegg
R06809	C00053	C00054	kegg
R06811	C05625	C10175	kegg
R06811	C00190	C10175	kegg
R06812	C05623	C12667	kegg
R06813	C12667	C12668	kegg
R06814	C05623	C12637	kegg
R06814	C00190	C12637	kegg
R06815	C10107	C12633	kegg
R06816	C12633	C11620	kegg
R06823	C01460	C12628	kegg
R06824	C12628	C12629	kegg
R06825	C01477	C01714	kegg
R06826	C04608	C12627	kegg
R06826	C02199	C12627	kegg
R06827	C03515	C12632	kegg
R06827	C00167	C12632	kegg
R06828	C12632	C04900	kegg
R06828	C00167	C04900	kegg
R06829	C03951	C12630	kegg
R06829	C02199	C12630	kegg
R08127	C04900	C12632	kegg
R08127	C04900	C00191	kegg
R09802	C05903	C16911	kegg
R09802	C02199	C16911	kegg
R09803	C00389	C01750	kegg
R09803	C02199	C01750	kegg
R09804	C01750	C19796	kegg
R01614	C00223	C03582	kegg
R02505	C00540	C01745	kegg
R04257	C03582	C05901	kegg
R08796	C00223	C17744	kegg
R08796	C05270	C17744	kegg
R08797	C00406	C17746	kegg
R08797	C05270	C17746	kegg
R08798	C17744	C17747	kegg
R08799	C17745	C17748	kegg
R08800	C17746	C10462	kegg
R08801	C17744	C17745	kegg
R08802	C17747	C17748	kegg
R08803	C17745	C17746	kegg
R08804	C17748	C10462	kegg
R08805	C00223	C17740	kegg
R08806	C00406	C17741	kegg
R08807	C17740	C17743	kegg
R08807	C00223	C17743	kegg
R08808	C17740	C17742	kegg
R08808	C00406	C17742	kegg
R08809	C17741	C17742	kegg
R08809	C00223	C17742	kegg
R08810	C17741	C10443	kegg
R08810	C00406	C10443	kegg
R08811	C17743	C17742	kegg
R08812	C17742	C10443	kegg
R08813	C10443	C17749	kegg
R08814	C17749	C17750	kegg
R09872	C03582	C10287	kegg
R10233	C00223	C17743	kegg
R00044	C01795	C00757	kegg
R02383	C00483	C03758	kegg
R02880	C03329	C00757	kegg
R03591	C01516	C01735	kegg
R03592	C01516	C01735	kegg
R03698	C06175	C01735	kegg
R03721	C01795	C05315	kegg
R03722	C04118	C01795	kegg
R03831	C02105	C02106	kegg
R03832	C05202	C02105	kegg
R03833	C02105	C06167	kegg
R03834	C02106	C05174	kegg
R03835	C02106	C04118	kegg
R03842	C02915	C02134	kegg
R04077	C04118	C02890	kegg
R04084	C04043	C02916	kegg
R04084	C03758	C02916	kegg
R04305	C03765	C06160	kegg
R04305	C03758	C06160	kegg
R04400	C04118	C03329	kegg
R04690	C05174	C05175	kegg
R04691	C05175	C06163	kegg
R04692	C06161	C05176	kegg
R04694	C05176	C05177	kegg
R04697	C05220	C05179	kegg
R04699	C05189	C05190	kegg
R04700	C05189	C06163	kegg
R04701	C05190	C05191	kegg
R04702	C05191	C05247	kegg
R04703	C05191	C06162	kegg
R04705	C05193	C05316	kegg
R04706	C05194	C06327	kegg
R04707	C05247	C05194	kegg
R04708	C05194	C05193	kegg
R04723	C05220	C05322	kegg
R04768	C05316	C06165	kegg
R04769	C05322	C06173	kegg
R05123	C06160	C06161	kegg
R05124	C06174	C06171	kegg
R05125	C06171	C06172	kegg
R05126	C06173	C06172	kegg
R05127	C06173	C06175	kegg
R05210	C06161	C06512	kegg
R05213	C06517	C06518	kegg
R05214	C02916	C06517	kegg
R05732	C05176	C05202	kegg
R05750	C03758	C07304	kegg
R05750	C01852	C07304	kegg
R05888	C11813	C09330	kegg
R05894	C11816	C09248	kegg
R05895	C11816	C11817	kegg
R05895	C00398	C11817	kegg
R05896	C11817	C09328	kegg
R05897	C11816	C09337	kegg
R07241	C05315	C15530	kegg
R08435	C00811	C16700	kegg
R08436	C00483	C21634	kegg
R08436	C16700	C21634	kegg
R08441	C12173	C08526	kegg
R08442	C16703	C12173	kegg
R08447	C03758	C16707	kegg
R08447	C16706	C16707	kegg
R08448	C16707	C16708	kegg
R08449	C16708	C16709	kegg
R08450	C16709	C16710	kegg
R08451	C16710	C11250	kegg
R08452	C11250	C16712	kegg
R08453	C16712	C07592	kegg
R08454	C16707	C16713	kegg
R08455	C16713	C16714	kegg
R08456	C06161	C06517	kegg
R08787	C02105	C17592	kegg
R08789	C03329	C02915	kegg
R08790	C02105	C17591	kegg
R08791	C17591	C09581	kegg
R08794	C06517	C05202	kegg
R08795	C02890	C05315	kegg
R09402	C06174	C01516	kegg
R10018	C20299	C20297	kegg
R10020	C20297	C09592	kegg
R11681	C07304	C21566	kegg
R11682	C21566	C00031	kegg
R11682	C21566	C21583	kegg
R11683	C21583	C11816	kegg
R11684	C11816	C21584	kegg
R11684	C03758	C21584	kegg
R11685	C21584	C09390	kegg
R11686	C09390	C09421	kegg
R11687	C02915	C21586	kegg
R11688	C21586	C21587	kegg
R11689	C21587	C21588	kegg
R11690	C21588	C21589	kegg
R11691	C21589	C21590	kegg
R11692	C21590	C21591	kegg
R11693	C21591	C20299	kegg
R11694	C21590	C21599	kegg
R11695	C21599	C21600	kegg
R11696	C21600	C09593	kegg
R11740	C21630	C21631	kegg
R11748	C21631	C06533	kegg
R11751	C21634	C16701	kegg
R11752	C21633	C08521	kegg
R11753	C08521	C08532	kegg
R11759	C21405	C12180	kegg
R12262	C09593	C09592	kegg
R00018	C00134	C06366	kegg
R00446	C00047	C04076	kegg
R01153	C00134	C02723	kegg
R02317	C00450	C04076	kegg
R02832	C00729	C00783	kegg
R03563	C01479	C00729	kegg
R03563	C01479	C01456	kegg
R03737	C03325	C01851	kegg
R03994	C02611	C03882	kegg
R03994	C01746	C03882	kegg
R04027	C02723	C06178	kegg
R04205	C03345	C04170	kegg
R04205	C02621	C04170	kegg
R05128	C06180	C06181	kegg
R05128	C06180	C00253	kegg
R05129	C06181	C06182	kegg
R05129	C00332	C06182	kegg
R05130	C06181	C06183	kegg
R05130	C06182	C06183	kegg
R05131	C06182	C06184	kegg
R06724	C06366	C12440	kegg
R06725	C12440	C06177	kegg
R06726	C06177	C06176	kegg
R06726	C00407	C06176	kegg
R06728	C01416	C12448	kegg
R06728	C01416	C00180	kegg
R06729	C12448	C10858	kegg
R06729	C12448	C00132	kegg
R06732	C06178	C06179	kegg
R06733	C06179	C00783	kegg
R06735	C00729	C12452	kegg
R06738	C00745	C06524	kegg
R06740	C01672	C12455	kegg
R06741	C12455	C06181	kegg
R06743	C06180	C12454	kegg
R06744	C00079	C01456	kegg
R06779	C00253	C10126	kegg
R06779	C16933	C10126	kegg
R07373	C06176	C15612	kegg
R07796	C05607	C00423	kegg
R07796	C05607	C16257	kegg
R08414	C00450	C00408	kegg
R08415	C00408	C16697	kegg
R08416	C16697	C10173	kegg
R08417	C16697	C06185	kegg
R08418	C01672	C10773	kegg
R08419	C01672	C10783	kegg
R08420	C10783	C10763	kegg
R08422	C06181	C10171	kegg
R08422	C00423	C10171	kegg
R08425	C06184	C10865	kegg
R08426	C00253	C16671	kegg
R08427	C06178	C06521	kegg
R08429	C06178	C12448	kegg
R08430	C12448	C01416	kegg
R08430	C00512	C01416	kegg
R08432	C00729	C10860	kegg
R08432	C16257	C10860	kegg
R09048	C01672	C18158	kegg
R09048	C01672	C00041	kegg
R09049	C18158	C10772	kegg
R09050	C10772	C02621	kegg
R09051	C16671	C16933	kegg
R09052	C06181	C01746	kegg
R08816	C05604	C17751	kegg
R08817	C17751	C17752	kegg
R08817	C00167	C17752	kegg
R08818	C17752	C08537	kegg
R08818	C08538	C08537	kegg
R08819	C08537	C08542	kegg
R08819	C08537	C00031	kegg
R08820	C17751	C08540	kegg
R08820	C08538	C08540	kegg
R08821	C05604	C08539	kegg
R08821	C08538	C08539	kegg
R08822	C08539	C08540	kegg
R08823	C08540	C08552	kegg
R08823	C08540	C00031	kegg
R08824	C08540	C08537	kegg
R08824	C00167	C08537	kegg
R08825	C00082	C08565	kegg
R08825	C08538	C08565	kegg
R08826	C08565	C08543	kegg
R08826	C08565	C17753	kegg
R08826	C08543	C08543	kegg
R08826	C08543	C17753	kegg
R08827	C00355	C08543	kegg
R08827	C08538	C08543	kegg
R08828	C08543	C17753	kegg
R08829	C17753	C08539	kegg
R08830	C08539	C08544	kegg
R08831	C05587	C17754	kegg
R08831	C08538	C17754	kegg
R08832	C03758	C17755	kegg
R08833	C17755	C17756	kegg
R08834	C17756	C17757	kegg
R08834	C08538	C17757	kegg
R08835	C03758	C08557	kegg
R08835	C08538	C08557	kegg
R03213	C03719	C01069	kegg
R03214	C00053	C00054	kegg
R03214	C00053	C02153	kegg
R03214	C01069	C00054	kegg
R03214	C01069	C02153	kegg
R08619	C01180	C17210	kegg
R08622	C17211	C17213	kegg
R08623	C17211	C17214	kegg
R08626	C17216	C17217	kegg
R08627	C17216	C17218	kegg
R08628	C17218	C17219	kegg
R08629	C17219	C17220	kegg
R08630	C17220	C17221	kegg
R08631	C17220	C17222	kegg
R08634	C17222	C17223	kegg
R08636	C17223	C17224	kegg
R08638	C17224	C17225	kegg
R08642	C17227	C17228	kegg
R08643	C17228	C17229	kegg
R08644	C17228	C17230	kegg
R08645	C17230	C17231	kegg
R08646	C17231	C17232	kegg
R08647	C17232	C17233	kegg
R08654	C17237	C03719	kegg
R08655	C17235	C17236	kegg
R08660	C17238	C17239	kegg
R08661	C17239	C17240	kegg
R08662	C17240	C08426	kegg
R08662	C17240	C00054	kegg
R08662	C00053	C08426	kegg
R08662	C00053	C00054	kegg
R08663	C00183	C03219	kegg
R08664	C00123	C17255	kegg
R08665	C17213	C17241	kegg
R08666	C17241	C17242	kegg
R08666	C00097	C17242	kegg
R08667	C17242	C17243	kegg
R08668	C17243	C17244	kegg
R08669	C17244	C08412	kegg
R08669	C17244	C00054	kegg
R08669	C00053	C08412	kegg
R08669	C00053	C00054	kegg
R08670	C17217	C17245	kegg
R08671	C00053	C08409	kegg
R08671	C00053	C00054	kegg
R08672	C17221	C17246	kegg
R08673	C17225	C17249	kegg
R08674	C17229	C17251	kegg
R08675	C17233	C17253	kegg
R08690	C00079	C17235	kegg
R09403	C00407	C19491	kegg
R09578	C00079	C19714	kegg
R10670	C19714	C17237	kegg
R10670	C00097	C17237	kegg
R10671	C00082	C04350	kegg
R10672	C04350	C17238	kegg
R10672	C00097	C17238	kegg
R11887	C00053	C00054	kegg
R11887	C00053	C17252	kegg
R11887	C21650	C00054	kegg
R11887	C21650	C17252	kegg
R11888	C00053	C00054	kegg
R11888	C00053	C17254	kegg
R11888	C21746	C00054	kegg
R11888	C21746	C17254	kegg
R07000	C00829	C14786	kegg
R07002	C14786	C14791	kegg
R07005	C14791	C14796	kegg
R07006	C14793	C14797	kegg
R07007	C14793	C14799	kegg
R07009	C14786	C11714	kegg
R07011	C14786	C11713	kegg
R07017	C03012	C14783	kegg
R07018	C11714	C14785	kegg
R07019	C14785	C02617	kegg
R07020	C11713	C03012	kegg
R07023	C14802	C14803	kegg
R07024	C14802	C14804	kegg
R07025	C14800	C14805	kegg
R07026	C14800	C14806	kegg
R07029	C14788	C14789	kegg
R07030	C14789	C14790	kegg
R07066	C11036	C14839	kegg
R07068	C11036	C14840	kegg
R07069	C14839	C14847	kegg
R07070	C14840	C14848	kegg
R07071	C14839	C14844	kegg
R07072	C14840	C14842	kegg
R07073	C14839	C14453	kegg
R07074	C14840	C14841	kegg
R07075	C14453	C14845	kegg
R07076	C14845	C14843	kegg
R07077	C14843	C14846	kegg
R07078	C14844	C14843	kegg
R07079	C07535	C14849	kegg
R07080	C07535	C14850	kegg
R07081	C07535	C14851	kegg
R07082	C14850	C14852	kegg
R07083	C14851	C14855	kegg
R07084	C14852	C14856	kegg
R07085	C14852	C14853	kegg
R07086	C14849	C14556	kegg
R07087	C14556	C14854	kegg
R07091	C14858	C14861	kegg
R07092	C14857	C14865	kegg
R07094	C14865	C14863	kegg
R07095	C14858	C14860	kegg
R07096	C14859	C06755	kegg
R07097	C14865	C14862	kegg
R07098	C06790	C11148	kegg
R07099	C06790	C14866	kegg
R07100	C06790	C14868	kegg
R07101	C14866	C06899	kegg
R07102	C11148	C14867	kegg
R07103	C14867	C11149	kegg
R07104	C06899	C11150	kegg
R07105	C06899	C07490	kegg
R07106	C07490	C14869	kegg
R07106	C00167	C14869	kegg
R07107	C07490	C11150	kegg
R07112	C11088	C14870	kegg
R07113	C11088	C14874	kegg
R07114	C14871	C14872	kegg
R07115	C14871	C14873	kegg
R07116	C14870	C14871	kegg
R07117	C14874	C14875	kegg
R07118	C14875	C14876	kegg
R07119	C14874	C14877	kegg
R07120	C14871	C14875	kegg
R07123	C11150	C11149	kegg
R07124	C14863	C14862	kegg
R09404	C06800	C19585	kegg
R09405	C06800	C16756	kegg
R09406	C16756	C19594	kegg
R09408	C06800	C19586	kegg
R09409	C19586	C11278	kegg
R09410	C19586	C19588	kegg
R09411	C19588	C19589	kegg
R09412	C19589	C19591	kegg
R09413	C19589	C19592	kegg
R09414	C19591	C19590	kegg
R09415	C19592	C19590	kegg
R09416	C19488	C19489	kegg
R09417	C19489	C19490	kegg
R09418	C19490	C19559	kegg
R09420	C16453	C19574	kegg
R09421	C16453	C19563	kegg
R09423	C16453	C19566	kegg
R09424	C19574	C19577	kegg
R09425	C19574	C19580	kegg
R09426	C19574	C19605	kegg
R09426	C00167	C19605	kegg
R09427	C19574	C19606	kegg
R09427	C00167	C19606	kegg
R09429	C16453	C19602	kegg
R09430	C19574	C19603	kegg
R09431	C19563	C19564	kegg
R09432	C19580	C19581	kegg
R09433	C19566	C19567	kegg
R09433	C19566	C19568	kegg
R09434	C19577	C19578	kegg
R09434	C19577	C19568	kegg
R09435	C19564	C19565	kegg
R09435	C19564	C00697	kegg
R09436	C19581	C19582	kegg
R09436	C19581	C00697	kegg
R09438	C19565	C19569	kegg
